Grid Pos (microns),Total n (cm-3),Total p (cm-3)
2.7768e+00,2.0000e+18,5.2297e+12
2.7780e+00,2.0000e+18,5.2155e+12
2.7793e+00,2.0000e+18,5.2013e+12
2.7805e+00,2.0000e+18,5.1871e+12
2.7818e+00,2.0000e+18,5.1729e+12
2.7830e+00,2.0000e+18,5.1587e+12
2.7843e+00,2.0000e+18,5.1446e+12
2.7855e+00,2.0000e+18,5.1305e+12
2.7868e+00,2.0000e+18,5.1164e+12
2.7880e+00,2.0000e+18,5.1023e+12
2.7893e+00,2.0000e+18,5.0882e+12
2.7905e+00,2.0000e+18,5.0742e+12
2.7918e+00,2.0000e+18,5.0601e+12
2.7930e+00,2.0000e+18,5.0461e+12
2.7943e+00,2.0000e+18,5.0321e+12
2.7955e+00,2.0000e+18,5.0181e+12
2.7968e+00,2.0000e+18,5.0042e+12
2.7980e+00,2.0000e+18,4.9902e+12
2.7993e+00,2.0000e+18,4.9763e+12
2.8005e+00,2.0000e+18,4.9624e+12
2.8018e+00,2.0000e+18,4.9485e+12
2.8030e+00,2.0000e+18,4.9346e+12
2.8043e+00,2.0000e+18,4.9207e+12
2.8055e+00,2.0000e+18,4.9069e+12
2.8068e+00,2.0000e+18,4.8930e+12
2.8080e+00,2.0000e+18,4.8792e+12
2.8093e+00,2.0000e+18,4.8654e+12
2.8105e+00,2.0000e+18,4.8516e+12
2.8118e+00,2.0000e+18,4.8379e+12
2.8130e+00,2.0000e+18,4.8241e+12
2.8143e+00,2.0000e+18,4.8104e+12
2.8155e+00,2.0000e+18,4.7966e+12
2.8168e+00,2.0000e+18,4.7829e+12
2.8180e+00,2.0000e+18,4.7693e+12
2.8193e+00,2.0000e+18,4.7556e+12
2.8205e+00,2.0000e+18,4.7419e+12
2.8218e+00,2.0000e+18,4.7283e+12
2.8230e+00,2.0000e+18,4.7146e+12
2.8243e+00,2.0000e+18,4.7010e+12
2.8255e+00,2.0000e+18,4.6874e+12
2.8268e+00,2.0000e+18,4.6739e+12
2.8280e+00,2.0000e+18,4.6603e+12
2.8293e+00,2.0000e+18,4.6467e+12
2.8305e+00,2.0000e+18,4.6332e+12
2.8318e+00,2.0000e+18,4.6197e+12
2.8330e+00,2.0000e+18,4.6062e+12
2.8343e+00,2.0000e+18,4.5927e+12
2.8355e+00,2.0000e+18,4.5792e+12
2.8368e+00,2.0000e+18,4.5658e+12
2.8380e+00,2.0000e+18,4.5523e+12
2.8393e+00,2.0000e+18,4.5389e+12
2.8405e+00,2.0000e+18,4.5255e+12
2.8418e+00,2.0000e+18,4.5121e+12
2.8430e+00,2.0000e+18,4.4987e+12
2.8443e+00,2.0000e+18,4.4854e+12
2.8455e+00,2.0000e+18,4.4720e+12
2.8468e+00,2.0000e+18,4.4587e+12
2.8480e+00,2.0000e+18,4.4453e+12
2.8493e+00,2.0000e+18,4.4320e+12
2.8505e+00,2.0000e+18,4.4187e+12
2.8518e+00,2.0000e+18,4.4055e+12
2.8530e+00,2.0000e+18,4.3922e+12
2.8543e+00,2.0000e+18,4.3790e+12
2.8555e+00,2.0000e+18,4.3657e+12
2.8568e+00,2.0000e+18,4.3525e+12
2.8580e+00,2.0000e+18,4.3393e+12
2.8593e+00,2.0000e+18,4.3261e+12
2.8605e+00,2.0000e+18,4.3129e+12
2.8618e+00,2.0000e+18,4.2998e+12
2.8630e+00,2.0000e+18,4.2866e+12
2.8643e+00,2.0000e+18,4.2735e+12
2.8655e+00,2.0000e+18,4.2604e+12
2.8668e+00,2.0000e+18,4.2473e+12
2.8680e+00,2.0000e+18,4.2342e+12
2.8693e+00,2.0000e+18,4.2211e+12
2.8705e+00,2.0000e+18,4.2080e+12
2.8718e+00,2.0000e+18,4.1950e+12
2.8730e+00,2.0000e+18,4.1819e+12
2.8743e+00,2.0000e+18,4.1689e+12
2.8755e+00,2.0000e+18,4.1559e+12
2.8768e+00,2.0000e+18,4.1429e+12
2.8780e+00,2.0000e+18,4.1299e+12
2.8793e+00,2.0000e+18,4.1170e+12
2.8805e+00,2.0000e+18,4.1040e+12
2.8818e+00,2.0000e+18,4.0911e+12
2.8830e+00,2.0000e+18,4.0782e+12
2.8843e+00,2.0000e+18,4.0653e+12
2.8855e+00,2.0000e+18,4.0524e+12
2.8868e+00,2.0000e+18,4.0395e+12
2.8880e+00,2.0000e+18,4.0266e+12
2.8893e+00,2.0000e+18,4.0137e+12
2.8905e+00,2.0000e+18,4.0009e+12
2.8918e+00,2.0000e+18,3.9881e+12
2.8930e+00,2.0000e+18,3.9752e+12
2.8943e+00,2.0000e+18,3.9624e+12
2.8955e+00,2.0000e+18,3.9496e+12
2.8968e+00,2.0000e+18,3.9369e+12
2.8980e+00,2.0000e+18,3.9241e+12
2.8993e+00,2.0000e+18,3.9113e+12
2.9005e+00,2.0000e+18,3.8986e+12
2.9018e+00,2.0000e+18,3.8859e+12
2.9030e+00,2.0000e+18,3.8732e+12
2.9043e+00,2.0000e+18,3.8605e+12
2.9055e+00,2.0000e+18,3.8478e+12
2.9068e+00,2.0000e+18,3.8351e+12
2.9080e+00,2.0000e+18,3.8224e+12
2.9093e+00,2.0000e+18,3.8098e+12
2.9105e+00,2.0000e+18,3.7972e+12
2.9118e+00,2.0000e+18,3.7845e+12
2.9130e+00,2.0000e+18,3.7719e+12
2.9143e+00,2.0000e+18,3.7593e+12
2.9155e+00,2.0000e+18,3.7467e+12
2.9168e+00,2.0000e+18,3.7341e+12
2.9180e+00,2.0000e+18,3.7216e+12
2.9193e+00,2.0000e+18,3.7090e+12
2.9205e+00,2.0000e+18,3.6965e+12
2.9218e+00,2.0000e+18,3.6840e+12
2.9230e+00,2.0000e+18,3.6715e+12
2.9243e+00,2.0000e+18,3.6590e+12
2.9255e+00,2.0000e+18,3.6465e+12
2.9268e+00,2.0000e+18,3.6340e+12
2.9280e+00,2.0000e+18,3.6215e+12
2.9293e+00,2.0000e+18,3.6091e+12
2.9305e+00,2.0000e+18,3.5966e+12
2.9318e+00,2.0000e+18,3.5842e+12
2.9330e+00,2.0000e+18,3.5718e+12
2.9343e+00,2.0000e+18,3.5594e+12
2.9355e+00,2.0000e+18,3.5470e+12
2.9368e+00,2.0000e+18,3.5346e+12
2.9380e+00,2.0000e+18,3.5222e+12
2.9393e+00,2.0000e+18,3.5099e+12
2.9405e+00,2.0000e+18,3.4975e+12
2.9418e+00,2.0000e+18,3.4852e+12
2.9430e+00,2.0000e+18,3.4728e+12
2.9443e+00,2.0000e+18,3.4605e+12
2.9455e+00,2.0000e+18,3.4482e+12
2.9468e+00,2.0000e+18,3.4359e+12
2.9480e+00,2.0000e+18,3.4237e+12
2.9493e+00,2.0000e+18,3.4114e+12
2.9505e+00,2.0000e+18,3.3991e+12
2.9518e+00,2.0000e+18,3.3869e+12
2.9530e+00,2.0000e+18,3.3747e+12
2.9543e+00,2.0000e+18,3.3624e+12
2.9555e+00,2.0000e+18,3.3502e+12
2.9568e+00,2.0000e+18,3.3380e+12
2.9580e+00,2.0000e+18,3.3258e+12
2.9593e+00,2.0000e+18,3.3136e+12
2.9605e+00,2.0000e+18,3.3015e+12
2.9618e+00,2.0000e+18,3.2893e+12
2.9630e+00,2.0000e+18,3.2772e+12
2.9643e+00,2.0000e+18,3.2650e+12
2.9655e+00,2.0000e+18,3.2529e+12
2.9668e+00,2.0000e+18,3.2408e+12
2.9680e+00,2.0000e+18,3.2287e+12
2.9693e+00,2.0000e+18,3.2166e+12
2.9705e+00,2.0000e+18,3.2045e+12
2.9718e+00,2.0000e+18,3.1924e+12
2.9730e+00,2.0000e+18,3.1804e+12
2.9743e+00,2.0000e+18,3.1683e+12
2.9755e+00,2.0000e+18,3.1563e+12
2.9768e+00,2.0000e+18,3.1443e+12
2.9780e+00,2.0000e+18,3.1322e+12
2.9793e+00,2.0000e+18,3.1202e+12
2.9805e+00,2.0000e+18,3.1082e+12
2.9818e+00,2.0000e+18,3.0962e+12
2.9830e+00,2.0000e+18,3.0843e+12
2.9843e+00,2.0000e+18,3.0723e+12
2.9855e+00,2.0000e+18,3.0603e+12
2.9868e+00,2.0000e+18,3.0484e+12
2.9880e+00,2.0000e+18,3.0364e+12
2.9893e+00,2.0000e+18,3.0245e+12
2.9905e+00,2.0000e+18,3.0126e+12
2.9918e+00,2.0000e+18,3.0007e+12
2.9930e+00,2.0000e+18,2.9888e+12
2.9943e+00,2.0000e+18,2.9769e+12
2.9955e+00,2.0000e+18,2.9650e+12
2.9968e+00,2.0000e+18,2.9531e+12
2.9980e+00,2.0000e+18,2.9413e+12
2.9993e+00,2.0000e+18,2.9294e+12
3.0005e+00,2.0000e+18,2.9176e+12
3.0018e+00,2.0000e+18,2.9058e+12
3.0030e+00,2.0000e+18,2.8939e+12
3.0043e+00,2.0000e+18,2.8821e+12
3.0055e+00,2.0000e+18,2.8703e+12
3.0068e+00,2.0000e+18,2.8585e+12
3.0080e+00,2.0000e+18,2.8467e+12
3.0093e+00,2.0000e+18,2.8350e+12
3.0105e+00,2.0000e+18,2.8232e+12
3.0118e+00,2.0000e+18,2.8114e+12
3.0130e+00,2.0000e+18,2.7997e+12
3.0143e+00,2.0000e+18,2.7880e+12
3.0155e+00,2.0000e+18,2.7762e+12
3.0168e+00,2.0000e+18,2.7645e+12
3.0180e+00,2.0000e+18,2.7528e+12
3.0193e+00,2.0000e+18,2.7411e+12
3.0205e+00,2.0000e+18,2.7294e+12
3.0218e+00,2.0000e+18,2.7177e+12
3.0230e+00,2.0000e+18,2.7060e+12
3.0243e+00,2.0000e+18,2.6944e+12
3.0255e+00,2.0000e+18,2.6827e+12
3.0268e+00,2.0000e+18,2.6711e+12
3.0280e+00,2.0000e+18,2.6594e+12
3.0293e+00,2.0000e+18,2.6478e+12
3.0305e+00,2.0000e+18,2.6362e+12
3.0318e+00,2.0000e+18,2.6246e+12
3.0330e+00,2.0000e+18,2.6130e+12
3.0343e+00,2.0000e+18,2.6014e+12
3.0355e+00,2.0000e+18,2.5898e+12
3.0368e+00,2.0000e+18,2.5782e+12
3.0380e+00,2.0000e+18,2.5666e+12
3.0393e+00,2.0000e+18,2.5550e+12
3.0405e+00,2.0000e+18,2.5435e+12
3.0418e+00,2.0000e+18,2.5319e+12
3.0430e+00,2.0000e+18,2.5204e+12
3.0443e+00,2.0000e+18,2.5089e+12
3.0455e+00,2.0000e+18,2.4974e+12
3.0468e+00,2.0000e+18,2.4858e+12
3.0480e+00,2.0000e+18,2.4743e+12
3.0493e+00,2.0000e+18,2.4628e+12
3.0505e+00,2.0000e+18,2.4513e+12
3.0518e+00,2.0000e+18,2.4399e+12
3.0530e+00,2.0000e+18,2.4284e+12
3.0543e+00,2.0000e+18,2.4169e+12
3.0555e+00,2.0000e+18,2.4055e+12
3.0568e+00,2.0000e+18,2.3940e+12
3.0580e+00,2.0000e+18,2.3826e+12
3.0593e+00,2.0000e+18,2.3711e+12
3.0605e+00,2.0000e+18,2.3597e+12
3.0618e+00,2.0000e+18,2.3483e+12
3.0630e+00,2.0000e+18,2.3369e+12
3.0643e+00,2.0000e+18,2.3255e+12
3.0655e+00,2.0000e+18,2.3141e+12
3.0668e+00,2.0000e+18,2.3027e+12
3.0680e+00,2.0000e+18,2.2913e+12
3.0693e+00,2.0000e+18,2.2799e+12
3.0705e+00,2.0000e+18,2.2686e+12
3.0718e+00,2.0000e+18,2.2572e+12
3.0730e+00,2.0000e+18,2.2458e+12
3.0743e+00,2.0000e+18,2.2345e+12
3.0755e+00,2.0000e+18,2.2232e+12
3.0768e+00,2.0000e+18,2.2118e+12
3.0780e+00,2.0000e+18,2.2005e+12
3.0793e+00,2.0000e+18,2.1892e+12
3.0805e+00,2.0000e+18,2.1779e+12
3.0818e+00,2.0000e+18,2.1666e+12
3.0830e+00,2.0000e+18,2.1553e+12
3.0843e+00,2.0000e+18,2.1440e+12
3.0855e+00,2.0000e+18,2.1327e+12
3.0868e+00,2.0000e+18,2.1214e+12
3.0880e+00,2.0000e+18,2.1102e+12
3.0893e+00,2.0000e+18,2.0989e+12
3.0905e+00,2.0000e+18,2.0876e+12
3.0918e+00,2.0000e+18,2.0764e+12
3.0930e+00,2.0000e+18,2.0651e+12
3.0943e+00,2.0000e+18,2.0539e+12
3.0955e+00,2.0000e+18,2.0427e+12
3.0968e+00,2.0000e+18,2.0315e+12
3.0980e+00,2.0000e+18,2.0202e+12
3.0993e+00,2.0000e+18,2.0090e+12
3.1005e+00,2.0000e+18,1.9978e+12
3.1018e+00,2.0000e+18,1.9866e+12
3.1030e+00,2.0000e+18,1.9754e+12
3.1043e+00,2.0000e+18,1.9643e+12
3.1055e+00,2.0000e+18,1.9531e+12
3.1068e+00,2.0000e+18,1.9419e+12
3.1080e+00,2.0000e+18,1.9308e+12
3.1093e+00,2.0000e+18,1.9196e+12
3.1105e+00,2.0000e+18,1.9084e+12
3.1118e+00,2.0000e+18,1.8973e+12
3.1130e+00,2.0000e+18,1.8862e+12
3.1143e+00,2.0000e+18,1.8750e+12
3.1155e+00,2.0000e+18,1.8639e+12
3.1168e+00,2.0000e+18,1.8528e+12
3.1180e+00,2.0000e+18,1.8417e+12
3.1193e+00,2.0000e+18,1.8305e+12
3.1205e+00,2.0000e+18,1.8194e+12
3.1218e+00,2.0000e+18,1.8083e+12
3.1230e+00,2.0000e+18,1.7972e+12
3.1243e+00,2.0000e+18,1.7862e+12
3.1255e+00,2.0000e+18,1.7751e+12
3.1268e+00,2.0000e+18,1.7640e+12
3.1280e+00,2.0000e+18,1.7529e+12
3.1293e+00,2.0000e+18,1.7419e+12
3.1305e+00,2.0000e+18,1.7308e+12
3.1318e+00,2.0000e+18,1.7198e+12
3.1330e+00,2.0000e+18,1.7087e+12
3.1343e+00,2.0000e+18,1.6977e+12
3.1355e+00,2.0000e+18,1.6866e+12
3.1368e+00,2.0000e+18,1.6756e+12
3.1380e+00,2.0000e+18,1.6646e+12
3.1393e+00,2.0000e+18,1.6535e+12
3.1405e+00,2.0000e+18,1.6425e+12
3.1418e+00,2.0000e+18,1.6315e+12
3.1430e+00,2.0000e+18,1.6205e+12
3.1443e+00,2.0000e+18,1.6095e+12
3.1455e+00,2.0000e+18,1.5985e+12
3.1468e+00,2.0000e+18,1.5875e+12
3.1480e+00,2.0000e+18,1.5765e+12
3.1493e+00,2.0000e+18,1.5656e+12
3.1505e+00,2.0000e+18,1.5546e+12
3.1518e+00,2.0000e+18,1.5436e+12
3.1530e+00,2.0000e+18,1.5326e+12
3.1543e+00,2.0000e+18,1.5217e+12
3.1555e+00,2.0000e+18,1.5107e+12
3.1568e+00,2.0000e+18,1.4998e+12
3.1580e+00,2.0000e+18,1.4888e+12
3.1593e+00,2.0000e+18,1.4779e+12
3.1605e+00,2.0000e+18,1.4669e+12
3.1618e+00,2.0000e+18,1.4560e+12
3.1630e+00,2.0000e+18,1.4451e+12
3.1643e+00,2.0000e+18,1.4342e+12
3.1655e+00,2.0000e+18,1.4232e+12
3.1668e+00,2.0000e+18,1.4123e+12
3.1680e+00,2.0000e+18,1.4014e+12
3.1693e+00,2.0000e+18,1.3905e+12
3.1705e+00,2.0000e+18,1.3796e+12
3.1718e+00,2.0000e+18,1.3687e+12
3.1730e+00,2.0000e+18,1.3578e+12
3.1743e+00,2.0000e+18,1.3469e+12
3.1755e+00,2.0000e+18,1.3360e+12
3.1768e+00,2.0000e+18,1.3251e+12
3.1780e+00,2.0000e+18,1.3143e+12
3.1793e+00,2.0000e+18,1.3034e+12
3.1805e+00,2.0000e+18,1.2925e+12
3.1818e+00,2.0000e+18,1.2817e+12
3.1830e+00,2.0000e+18,1.2708e+12
3.1843e+00,2.0000e+18,1.2599e+12
3.1855e+00,2.0000e+18,1.2491e+12
3.1868e+00,2.0000e+18,1.2382e+12
3.1880e+00,2.0000e+18,1.2274e+12
3.1893e+00,2.0000e+18,1.2165e+12
3.1905e+00,2.0000e+18,1.2057e+12
3.1918e+00,2.0000e+18,1.1949e+12
3.1930e+00,2.0000e+18,1.1840e+12
3.1943e+00,2.0000e+18,1.1732e+12
3.1955e+00,2.0000e+18,1.1624e+12
3.1968e+00,2.0000e+18,1.1516e+12
3.1980e+00,2.0000e+18,1.1408e+12
3.1993e+00,2.0000e+18,1.1299e+12
3.2005e+00,2.0000e+18,1.1191e+12
3.2018e+00,2.0000e+18,1.1083e+12
3.2030e+00,2.0000e+18,1.0975e+12
3.2043e+00,2.0000e+18,1.0867e+12
3.2055e+00,2.0000e+18,1.0759e+12
3.2068e+00,2.0000e+18,1.0651e+12
3.2080e+00,2.0000e+18,1.0543e+12
3.2093e+00,2.0000e+18,1.0436e+12
3.2105e+00,2.0000e+18,1.0328e+12
3.2118e+00,2.0000e+18,1.0220e+12
3.2130e+00,2.0000e+18,1.0112e+12
3.2143e+00,2.0000e+18,1.0004e+12
3.2155e+00,2.0000e+18,9.8966e+11
3.2168e+00,2.0000e+18,9.7889e+11
3.2180e+00,2.0000e+18,9.6812e+11
3.2193e+00,2.0000e+18,9.5736e+11
3.2205e+00,2.0000e+18,9.4660e+11
3.2218e+00,2.0000e+18,9.3584e+11
3.2230e+00,2.0000e+18,9.2509e+11
3.2243e+00,2.0000e+18,9.1434e+11
3.2255e+00,2.0000e+18,9.0359e+11
3.2268e+00,2.0000e+18,8.9284e+11
3.2280e+00,2.0000e+18,8.8209e+11
3.2293e+00,2.0000e+18,8.7135e+11
3.2305e+00,2.0000e+18,8.6061e+11
3.2318e+00,2.0000e+18,8.4988e+11
3.2330e+00,2.0000e+18,8.3914e+11
3.2343e+00,2.0000e+18,8.2841e+11
3.2355e+00,2.0000e+18,8.1768e+11
3.2368e+00,2.0000e+18,8.0695e+11
3.2380e+00,2.0000e+18,7.9623e+11
3.2393e+00,2.0000e+18,7.8551e+11
3.2405e+00,2.0000e+18,7.7479e+11
3.2418e+00,2.0000e+18,7.6407e+11
3.2430e+00,2.0000e+18,7.5335e+11
3.2443e+00,2.0000e+18,7.4264e+11
3.2455e+00,2.0000e+18,7.3193e+11
3.2468e+00,2.0000e+18,7.2122e+11
3.2480e+00,2.0000e+18,7.1051e+11
3.2493e+00,2.0000e+18,6.9980e+11
3.2505e+00,2.0000e+18,6.8910e+11
3.2518e+00,2.0000e+18,6.7840e+11
3.2530e+00,2.0000e+18,6.6770e+11
3.2543e+00,2.0000e+18,6.5700e+11
3.2555e+00,2.0000e+18,6.4630e+11
3.2568e+00,2.0000e+18,6.3561e+11
3.2580e+00,2.0000e+18,6.2491e+11
3.2593e+00,2.0000e+18,6.1422e+11
3.2605e+00,2.0000e+18,6.0353e+11
3.2618e+00,2.0000e+18,5.9284e+11
3.2630e+00,2.0000e+18,5.8216e+11
3.2643e+00,2.0000e+18,5.7147e+11
3.2655e+00,2.0000e+18,5.6079e+11
3.2668e+00,2.0000e+18,5.5011e+11
3.2680e+00,2.0000e+18,5.3943e+11
3.2693e+00,2.0000e+18,5.2875e+11
3.2705e+00,2.0000e+18,5.1807e+11
3.2718e+00,2.0000e+18,5.0739e+11
3.2730e+00,2.0000e+18,4.9672e+11
3.2743e+00,2.0000e+18,4.8604e+11
3.2755e+00,2.0000e+18,4.7537e+11
3.2768e+00,2.0000e+18,4.6470e+11
3.2780e+00,2.0000e+18,4.5403e+11
3.2793e+00,2.0000e+18,4.4336e+11
3.2805e+00,2.0000e+18,4.3269e+11
3.2818e+00,2.0000e+18,4.2202e+11
3.2830e+00,2.0000e+18,4.1136e+11
3.2843e+00,2.0000e+18,4.0069e+11
3.2855e+00,2.0000e+18,3.9003e+11
3.2868e+00,2.0000e+18,3.7936e+11
3.2880e+00,2.0000e+18,3.6870e+11
3.2893e+00,2.0000e+18,3.5804e+11
3.2905e+00,2.0000e+18,3.4738e+11
3.2918e+00,2.0000e+18,3.3672e+11
3.2930e+00,2.0000e+18,3.2606e+11
3.2943e+00,2.0000e+18,3.1540e+11
3.2955e+00,2.0000e+18,3.0474e+11
3.2968e+00,2.0000e+18,2.9408e+11
3.2980e+00,2.0000e+18,2.8342e+11
3.2993e+00,2.0000e+18,2.7277e+11
3.3005e+00,2.0000e+18,2.6211e+11
3.3018e+00,1.9999e+18,2.5146e+11
3.3030e+00,1.9999e+18,2.4081e+11
3.3043e+00,1.9999e+18,2.3016e+11
3.3055e+00,1.9998e+18,2.1951e+11
3.3068e+00,1.9997e+18,2.0886e+11
3.3080e+00,1.9996e+18,1.9823e+11
3.3093e+00,1.9993e+18,1.8759e+11
3.3105e+00,1.9990e+18,1.7697e+11
3.3118e+00,1.9984e+18,1.6636e+11
3.3130e+00,1.9976e+18,1.5578e+11
3.3143e+00,1.9963e+18,1.4522e+11
3.3155e+00,1.9943e+18,1.3471e+11
3.3168e+00,1.9912e+18,1.2425e+11
3.3180e+00,1.9865e+18,1.1388e+11
3.3193e+00,1.9793e+18,1.0362e+11
3.3205e+00,1.9683e+18,9.3520e+10
3.3218e+00,1.9515e+18,8.3625e+10
3.3230e+00,1.9260e+18,7.4005e+10
3.3243e+00,1.8877e+18,6.4745e+10
3.3255e+00,1.8308e+18,5.5940e+10
3.3268e+00,1.7474e+18,4.7701e+10
3.3280e+00,1.6288e+18,4.0138e+10
3.3293e+00,1.4660e+18,3.3357e+10
3.3305e+00,1.2549e+18,2.7441e+10
3.3318e+00,1.0015e+18,2.2433e+10
3.3330e+00,7.2758e+17,1.8325e+10
3.3343e+00,4.6896e+17,1.5053e+10
3.3355e+00,2.6175e+17,1.2507e+10
3.3368e+00,1.2408e+17,1.0552e+10
3.3380e+00,4.9335e+16,9.0532e+09
3.3393e+00,1.6362e+16,7.8921e+09
3.3405e+00,4.5379e+15,6.9778e+09
3.3418e+00,1.0785e+15,6.2443e+09
3.3430e+00,2.4693e+14,5.6461e+09
3.3443e+00,7.9466e+13,5.1565e+09
3.3455e+00,4.8622e+13,4.8036e+09
3.3468e+00,4.1221e+13,5.0824e+09
3.3480e+00,3.7556e+13,1.2096e+10
3.3495e+00,1.6947e+19,5.8231e+10
3.3510e+00,6.2593e+18,1.5352e+11
3.3525e+00,3.8452e+18,2.4679e+11
3.3540e+00,2.9446e+18,3.1949e+11
3.3555e+00,2.5244e+18,3.7006e+11
3.3570e+00,2.3040e+18,4.0293e+11
3.3585e+00,2.1806e+18,4.2324e+11
3.3600e+00,2.1089e+18,4.3518e+11
3.3615e+00,2.0662e+18,4.4173e+11
3.3630e+00,2.0405e+18,4.4487e+11
3.3645e+00,2.0248e+18,4.4588e+11
3.3660e+00,2.0152e+18,4.4558e+11
3.3675e+00,2.0094e+18,4.4446e+11
3.3690e+00,2.0058e+18,4.4285e+11
3.3705e+00,2.0036e+18,4.4092e+11
3.3720e+00,2.0022e+18,4.3881e+11
3.3735e+00,2.0013e+18,4.3658e+11
3.3750e+00,2.0008e+18,4.3428e+11
3.3765e+00,2.0005e+18,4.3194e+11
3.3780e+00,2.0003e+18,4.2957e+11
3.3795e+00,2.0002e+18,4.2719e+11
3.3810e+00,2.0001e+18,4.2479e+11
3.3825e+00,2.0001e+18,4.2239e+11
3.3840e+00,2.0000e+18,4.1999e+11
3.3855e+00,2.0000e+18,4.1758e+11
3.3870e+00,2.0000e+18,4.1518e+11
3.3885e+00,2.0000e+18,4.1277e+11
3.3900e+00,2.0000e+18,4.1036e+11
3.3915e+00,2.0000e+18,4.0796e+11
3.3930e+00,2.0000e+18,4.0555e+11
3.3945e+00,2.0000e+18,4.0314e+11
3.3960e+00,2.0000e+18,4.0074e+11
3.3975e+00,2.0000e+18,3.9833e+11
3.3990e+00,2.0000e+18,3.9592e+11
3.4005e+00,2.0000e+18,3.9352e+11
3.4020e+00,2.0000e+18,3.9111e+11
3.4035e+00,2.0000e+18,3.8871e+11
3.4050e+00,2.0000e+18,3.8631e+11
3.4065e+00,2.0000e+18,3.8390e+11
3.4080e+00,2.0000e+18,3.8150e+11
3.4095e+00,2.0000e+18,3.7909e+11
3.4110e+00,2.0000e+18,3.7669e+11
3.4125e+00,2.0000e+18,3.7429e+11
3.4140e+00,2.0000e+18,3.7189e+11
3.4155e+00,2.0000e+18,3.6949e+11
3.4170e+00,2.0000e+18,3.6708e+11
3.4185e+00,2.0000e+18,3.6468e+11
3.4200e+00,2.0000e+18,3.6228e+11
3.4215e+00,2.0000e+18,3.5988e+11
3.4230e+00,2.0000e+18,3.5748e+11
3.4245e+00,2.0000e+18,3.5508e+11
3.4260e+00,2.0000e+18,3.5268e+11
3.4275e+00,2.0000e+18,3.5028e+11
3.4290e+00,2.0000e+18,3.4789e+11
3.4305e+00,2.0000e+18,3.4549e+11
3.4320e+00,2.0000e+18,3.4309e+11
3.4335e+00,2.0000e+18,3.4069e+11
3.4350e+00,2.0000e+18,3.3829e+11
3.4365e+00,2.0000e+18,3.3590e+11
3.4380e+00,2.0000e+18,3.3350e+11
3.4395e+00,2.0000e+18,3.3110e+11
3.4410e+00,2.0000e+18,3.2871e+11
3.4425e+00,2.0000e+18,3.2631e+11
3.4440e+00,2.0000e+18,3.2392e+11
3.4455e+00,2.0000e+18,3.2152e+11
3.4470e+00,2.0000e+18,3.1913e+11
3.4485e+00,2.0000e+18,3.1673e+11
3.4500e+00,2.0000e+18,3.1434e+11
3.4515e+00,2.0000e+18,3.1194e+11
3.4530e+00,2.0000e+18,3.0955e+11
3.4545e+00,2.0000e+18,3.0716e+11
3.4560e+00,2.0000e+18,3.0476e+11
3.4575e+00,2.0000e+18,3.0237e+11
3.4590e+00,2.0000e+18,2.9998e+11
3.4605e+00,2.0000e+18,2.9758e+11
3.4620e+00,2.0000e+18,2.9519e+11
3.4635e+00,2.0000e+18,2.9280e+11
3.4650e+00,2.0000e+18,2.9041e+11
3.4665e+00,2.0000e+18,2.8802e+11
3.4680e+00,2.0000e+18,2.8563e+11
3.4695e+00,2.0000e+18,2.8324e+11
3.4710e+00,2.0000e+18,2.8085e+11
3.4725e+00,2.0000e+18,2.7846e+11
3.4740e+00,2.0000e+18,2.7607e+11
3.4755e+00,2.0000e+18,2.7368e+11
3.4770e+00,2.0000e+18,2.7129e+11
3.4785e+00,2.0000e+18,2.6890e+11
3.4800e+00,2.0000e+18,2.6651e+11
3.4815e+00,2.0000e+18,2.6412e+11
3.4830e+00,2.0000e+18,2.6173e+11
3.4845e+00,2.0000e+18,2.5934e+11
3.4860e+00,2.0000e+18,2.5696e+11
3.4875e+00,2.0000e+18,2.5457e+11
3.4890e+00,2.0000e+18,2.5218e+11
3.4905e+00,2.0000e+18,2.4979e+11
3.4920e+00,2.0000e+18,2.4741e+11
3.4935e+00,2.0000e+18,2.4502e+11
3.4950e+00,2.0000e+18,2.4263e+11
3.4965e+00,2.0000e+18,2.4025e+11
3.4980e+00,2.0000e+18,2.3786e+11
3.4995e+00,2.0000e+18,2.3547e+11
3.5010e+00,2.0000e+18,2.3309e+11
3.5025e+00,2.0000e+18,2.3070e+11
3.5040e+00,2.0000e+18,2.2832e+11
3.5055e+00,2.0000e+18,2.2593e+11
3.5070e+00,2.0000e+18,2.2355e+11
3.5085e+00,2.0000e+18,2.2116e+11
3.5100e+00,2.0000e+18,2.1878e+11
3.5115e+00,2.0000e+18,2.1640e+11
3.5130e+00,2.0000e+18,2.1401e+11
3.5145e+00,2.0000e+18,2.1163e+11
3.5160e+00,2.0000e+18,2.0924e+11
3.5175e+00,2.0000e+18,2.0686e+11
3.5190e+00,2.0000e+18,2.0448e+11
3.5205e+00,2.0000e+18,2.0209e+11
3.5220e+00,2.0000e+18,1.9971e+11
3.5235e+00,2.0000e+18,1.9733e+11
3.5250e+00,2.0000e+18,1.9495e+11
3.5265e+00,2.0000e+18,1.9256e+11
3.5280e+00,2.0000e+18,1.9018e+11
3.5295e+00,2.0000e+18,1.8780e+11
3.5310e+00,2.0000e+18,1.8542e+11
3.5325e+00,2.0000e+18,1.8304e+11
3.5340e+00,2.0000e+18,1.8066e+11
