Grid Pos (microns),Total n (cm-3),Total p (cm-3)
1.6575e+00,4.4482e+17,4.6677e+17
1.6576e+00,4.4504e+17,4.6654e+17
1.6577e+00,4.4525e+17,4.6631e+17
1.6578e+00,4.4547e+17,4.6608e+17
1.6579e+00,4.4568e+17,4.6585e+17
1.6580e+00,4.4589e+17,4.6562e+17
1.6581e+00,4.4611e+17,4.6540e+17
1.6582e+00,4.4632e+17,4.6517e+17
1.6583e+00,4.4654e+17,4.6494e+17
1.6584e+00,4.4676e+17,4.6471e+17
1.6585e+00,4.4697e+17,4.6448e+17
1.6585e+00,4.4719e+17,4.6425e+17
1.6586e+00,4.4741e+17,4.6402e+17
1.6587e+00,4.4763e+17,4.6379e+17
1.6588e+00,4.4785e+17,4.6355e+17
1.6589e+00,4.4807e+17,4.6332e+17
1.6590e+00,4.4829e+17,4.6309e+17
1.6591e+00,4.4851e+17,4.6285e+17
1.6592e+00,4.4874e+17,4.6261e+17
1.6593e+00,4.4896e+17,4.6238e+17
1.6594e+00,4.4919e+17,4.6214e+17
1.6595e+00,4.4942e+17,4.6190e+17
1.6596e+00,4.4965e+17,4.6165e+17
1.6597e+00,4.4988e+17,4.6141e+17
1.6598e+00,4.5012e+17,4.6116e+17
1.6599e+00,4.5036e+17,4.6092e+17
1.6600e+00,4.5060e+17,4.6067e+17
1.6601e+00,4.5084e+17,4.6041e+17
1.6602e+00,4.5108e+17,4.6016e+17
1.6603e+00,4.5133e+17,4.5990e+17
1.6604e+00,4.5158e+17,4.5964e+17
1.6604e+00,4.5183e+17,4.5938e+17
1.6605e+00,4.5209e+17,4.5912e+17
1.6606e+00,4.5235e+17,4.5885e+17
1.6607e+00,4.5261e+17,4.5858e+17
1.6608e+00,4.5288e+17,4.5831e+17
1.6609e+00,4.5314e+17,4.5803e+17
1.6610e+00,4.5342e+17,4.5775e+17
1.6611e+00,4.5369e+17,4.5747e+17
1.6612e+00,4.5397e+17,4.5718e+17
1.6613e+00,4.5426e+17,4.5689e+17
1.6614e+00,4.5455e+17,4.5659e+17
1.6615e+00,4.5484e+17,4.5630e+17
1.6616e+00,4.5513e+17,4.5599e+17
1.6617e+00,4.5544e+17,4.5569e+17
1.6618e+00,4.5574e+17,4.5538e+17
1.6619e+00,4.5605e+17,4.5506e+17
1.6620e+00,4.5637e+17,4.5474e+17
1.6621e+00,4.5669e+17,4.5442e+17
1.6622e+00,4.5702e+17,4.5409e+17
1.6623e+00,4.5735e+17,4.5375e+17
1.6623e+00,4.5769e+17,4.5341e+17
1.6624e+00,4.5803e+17,4.5307e+17
1.6625e+00,4.5838e+17,4.5272e+17
1.6626e+00,4.5874e+17,4.5236e+17
1.6627e+00,4.5910e+17,4.5200e+17
1.6628e+00,4.5947e+17,4.5163e+17
1.6629e+00,4.5984e+17,4.5126e+17
1.6630e+00,4.6023e+17,4.5088e+17
1.6631e+00,4.6062e+17,4.5049e+17
1.6632e+00,4.6101e+17,4.5010e+17
1.6633e+00,4.6142e+17,4.4970e+17
1.6634e+00,4.6183e+17,4.4929e+17
1.6635e+00,4.6225e+17,4.4888e+17
1.6636e+00,4.6268e+17,4.4846e+17
1.6637e+00,4.6311e+17,4.4803e+17
1.6638e+00,4.6356e+17,4.4760e+17
1.6639e+00,4.6401e+17,4.4716e+17
1.6640e+00,4.6448e+17,4.4671e+17
1.6641e+00,4.6495e+17,4.4625e+17
1.6642e+00,4.6543e+17,4.4578e+17
1.6642e+00,4.6592e+17,4.4531e+17
1.6643e+00,4.6643e+17,4.4482e+17
1.6644e+00,4.6694e+17,4.4433e+17
1.6645e+00,4.6746e+17,4.4383e+17
1.6646e+00,4.6799e+17,4.4332e+17
1.6647e+00,4.6854e+17,4.4280e+17
1.6648e+00,4.6909e+17,4.4227e+17
1.6649e+00,4.6966e+17,4.4173e+17
1.6650e+00,4.7024e+17,4.4118e+17
1.6651e+00,4.7083e+17,4.4062e+17
1.6652e+00,4.7144e+17,4.4005e+17
1.6653e+00,4.7206e+17,4.3947e+17
1.6654e+00,4.7269e+17,4.3888e+17
1.6655e+00,4.7333e+17,4.3827e+17
1.6656e+00,4.7399e+17,4.3766e+17
1.6657e+00,4.7466e+17,4.3704e+17
1.6658e+00,4.7535e+17,4.3640e+17
1.6659e+00,4.7606e+17,4.3575e+17
1.6660e+00,4.7677e+17,4.3509e+17
1.6661e+00,4.7751e+17,4.3441e+17
1.6661e+00,4.7826e+17,4.3373e+17
1.6662e+00,4.7903e+17,4.3303e+17
1.6663e+00,4.7981e+17,4.3232e+17
1.6664e+00,4.8061e+17,4.3159e+17
1.6665e+00,4.8143e+17,4.3085e+17
1.6666e+00,4.8227e+17,4.3010e+17
1.6667e+00,4.8313e+17,4.2933e+17
1.6668e+00,4.8401e+17,4.2854e+17
1.6669e+00,4.8490e+17,4.2775e+17
1.6670e+00,4.8582e+17,4.2693e+17
1.6671e+00,4.8676e+17,4.2611e+17
1.6672e+00,4.8772e+17,4.2526e+17
1.6673e+00,4.8870e+17,4.2440e+17
1.6674e+00,4.8971e+17,4.2353e+17
1.6675e+00,4.9074e+17,4.2263e+17
1.6676e+00,4.9179e+17,4.2173e+17
1.6677e+00,4.9287e+17,4.2080e+17
1.6678e+00,4.9397e+17,4.1986e+17
1.6679e+00,4.9510e+17,4.1889e+17
1.6680e+00,4.9625e+17,4.1791e+17
1.6680e+00,4.9744e+17,4.1692e+17
1.6681e+00,4.9865e+17,4.1590e+17
1.6682e+00,4.9988e+17,4.1486e+17
1.6683e+00,5.0115e+17,4.1381e+17
1.6684e+00,5.0245e+17,4.1274e+17
1.6685e+00,5.0378e+17,4.1164e+17
1.6686e+00,5.0514e+17,4.1053e+17
1.6687e+00,5.0654e+17,4.0939e+17
1.6688e+00,5.0797e+17,4.0824e+17
1.6689e+00,5.0943e+17,4.0706e+17
1.6690e+00,5.1093e+17,4.0586e+17
1.6691e+00,1.3098e+15,1.3513e+15
1.6692e+00,1.1781e+16,1.2153e+16
1.6693e+00,3.2681e+16,3.3715e+16
1.6694e+00,6.3929e+16,6.5951e+16
1.6695e+00,1.0540e+17,1.0873e+17
1.6696e+00,1.5693e+17,1.6190e+17
1.6697e+00,2.1832e+17,2.2523e+17
1.6698e+00,2.8932e+17,2.9847e+17
1.6699e+00,3.6966e+17,3.8135e+17
1.6700e+00,4.5901e+17,4.7353e+17
1.6701e+00,5.5703e+17,5.7465e+17
1.6702e+00,6.6333e+17,6.8431e+17
1.6703e+00,7.7748e+17,8.0208e+17
1.6704e+00,8.9904e+17,9.2749e+17
1.6705e+00,1.0275e+18,1.0600e+18
1.6706e+00,1.1624e+18,1.1992e+18
1.6707e+00,1.3032e+18,1.3445e+18
1.6708e+00,1.4494e+18,1.4952e+18
1.6709e+00,1.6003e+18,1.6509e+18
1.6710e+00,1.7553e+18,1.8108e+18
1.6711e+00,1.9139e+18,1.9745e+18
1.6712e+00,2.0754e+18,2.1411e+18
1.6713e+00,2.2392e+18,2.3101e+18
1.6714e+00,2.4047e+18,2.4808e+18
1.6715e+00,2.5711e+18,2.6524e+18
1.6716e+00,2.7379e+18,2.8245e+18
1.6717e+00,2.9043e+18,2.9962e+18
1.6718e+00,3.0697e+18,3.1669e+18
1.6719e+00,3.2335e+18,3.3358e+18
1.6720e+00,3.3951e+18,3.5025e+18
1.6721e+00,3.5537e+18,3.6661e+18
1.6722e+00,3.7087e+18,3.8260e+18
1.6723e+00,3.8596e+18,3.9817e+18
1.6724e+00,4.0057e+18,4.1325e+18
1.6725e+00,4.1465e+18,4.2777e+18
1.6726e+00,4.2814e+18,4.4169e+18
1.6727e+00,4.4099e+18,4.5494e+18
1.6728e+00,4.5315e+18,4.6749e+18
1.6729e+00,4.6456e+18,4.7926e+18
1.6730e+00,4.7519e+18,4.9023e+18
1.6731e+00,4.8500e+18,5.0034e+18
1.6732e+00,4.9393e+18,5.0956e+18
1.6733e+00,5.0197e+18,5.1785e+18
1.6734e+00,5.0907e+18,5.2517e+18
1.6735e+00,5.1520e+18,5.3150e+18
1.6736e+00,5.2036e+18,5.3682e+18
1.6737e+00,5.2450e+18,5.4110e+18
1.6738e+00,5.2763e+18,5.4432e+18
1.6739e+00,5.2972e+18,5.4648e+18
1.6740e+00,5.3077e+18,5.4756e+18
1.6741e+00,5.3077e+18,5.4756e+18
1.6742e+00,5.2972e+18,5.4648e+18
1.6743e+00,5.2763e+18,5.4432e+18
1.6744e+00,5.2450e+18,5.4110e+18
1.6745e+00,5.2036e+18,5.3682e+18
1.6746e+00,5.1520e+18,5.3150e+18
1.6747e+00,5.0907e+18,5.2517e+18
1.6748e+00,5.0197e+18,5.1785e+18
1.6749e+00,4.9393e+18,5.0956e+18
1.6750e+00,4.8500e+18,5.0034e+18
1.6751e+00,4.7519e+18,4.9023e+18
1.6752e+00,4.6456e+18,4.7926e+18
1.6753e+00,4.5315e+18,4.6749e+18
1.6754e+00,4.4099e+18,4.5494e+18
1.6755e+00,4.2814e+18,4.4169e+18
1.6756e+00,4.1465e+18,4.2777e+18
1.6757e+00,4.0057e+18,4.1325e+18
1.6758e+00,3.8596e+18,3.9817e+18
1.6759e+00,3.7087e+18,3.8260e+18
1.6760e+00,3.5537e+18,3.6661e+18
1.6761e+00,3.3951e+18,3.5025e+18
1.6762e+00,3.2335e+18,3.3358e+18
1.6763e+00,3.0697e+18,3.1669e+18
1.6764e+00,2.9043e+18,2.9962e+18
1.6765e+00,2.7379e+18,2.8245e+18
1.6766e+00,2.5711e+18,2.6524e+18
1.6767e+00,2.4047e+18,2.4808e+18
1.6768e+00,2.2392e+18,2.3101e+18
1.6769e+00,2.0754e+18,2.1411e+18
1.6770e+00,1.9139e+18,1.9745e+18
1.6771e+00,1.7553e+18,1.8108e+18
1.6772e+00,1.6003e+18,1.6509e+18
1.6773e+00,1.4494e+18,1.4952e+18
1.6774e+00,1.3032e+18,1.3445e+18
1.6775e+00,1.1624e+18,1.1992e+18
1.6776e+00,1.0275e+18,1.0600e+18
1.6777e+00,8.9904e+17,9.2749e+17
1.6778e+00,7.7748e+17,8.0208e+17
1.6779e+00,6.6333e+17,6.8431e+17
1.6780e+00,5.5703e+17,5.7465e+17
1.6781e+00,4.5901e+17,4.7353e+17
1.6782e+00,3.6966e+17,3.8135e+17
1.6783e+00,2.8932e+17,2.9847e+17
1.6784e+00,2.1832e+17,2.2523e+17
1.6785e+00,1.5693e+17,1.6190e+17
1.6786e+00,1.0540e+17,1.0873e+17
1.6787e+00,6.3929e+16,6.5951e+16
1.6788e+00,3.2681e+16,3.3715e+16
1.6789e+00,1.1781e+16,1.2153e+16
1.6790e+00,5.2514e+17,3.9431e+17
1.6791e+00,5.2387e+17,3.9527e+17
1.6792e+00,5.2262e+17,3.9621e+17
1.6793e+00,5.2141e+17,3.9714e+17
1.6794e+00,5.2023e+17,3.9804e+17
1.6795e+00,5.1907e+17,3.9893e+17
1.6796e+00,5.1795e+17,3.9979e+17
1.6797e+00,5.1685e+17,4.0064e+17
1.6798e+00,5.1578e+17,4.0147e+17
1.6799e+00,5.1473e+17,4.0229e+17
1.6799e+00,5.1371e+17,4.0309e+17
1.6800e+00,5.1272e+17,4.0387e+17
1.6801e+00,5.1175e+17,4.0463e+17
1.6802e+00,5.1081e+17,4.0538e+17
1.6803e+00,5.0989e+17,4.0611e+17
1.6804e+00,5.0899e+17,4.0682e+17
1.6805e+00,5.0812e+17,4.0752e+17
1.6806e+00,5.0727e+17,4.0821e+17
1.6807e+00,5.0644e+17,4.0888e+17
1.6808e+00,5.0563e+17,4.0953e+17
1.6809e+00,5.0484e+17,4.1017e+17
1.6810e+00,5.0407e+17,4.1080e+17
1.6811e+00,5.0332e+17,4.1141e+17
1.6812e+00,5.0259e+17,4.1201e+17
1.6813e+00,5.0188e+17,4.1259e+17
1.6814e+00,5.0119e+17,4.1316e+17
1.6815e+00,5.0051e+17,4.1372e+17
1.6816e+00,4.9986e+17,4.1426e+17
1.6817e+00,4.9922e+17,4.1479e+17
1.6818e+00,4.9859e+17,4.1531e+17
1.6818e+00,4.9799e+17,4.1582e+17
1.6819e+00,4.9740e+17,4.1631e+17
1.6820e+00,4.9682e+17,4.1679e+17
1.6821e+00,4.9627e+17,4.1726e+17
1.6822e+00,4.9572e+17,4.1771e+17
1.6823e+00,4.9520e+17,4.1816e+17
1.6824e+00,4.9468e+17,4.1859e+17
1.6825e+00,4.9419e+17,4.1901e+17
1.6826e+00,4.9370e+17,4.1943e+17
1.6827e+00,4.9323e+17,4.1983e+17
1.6828e+00,4.9278e+17,4.2021e+17
1.6829e+00,4.9233e+17,4.2059e+17
1.6830e+00,4.9190e+17,4.2096e+17
1.6831e+00,4.9149e+17,4.2132e+17
1.6832e+00,4.9108e+17,4.2166e+17
1.6833e+00,4.9069e+17,4.2200e+17
1.6834e+00,4.9031e+17,4.2233e+17
1.6835e+00,4.8994e+17,4.2264e+17
1.6836e+00,4.8959e+17,4.2295e+17
1.6837e+00,4.8925e+17,4.2325e+17
1.6837e+00,4.8891e+17,4.2353e+17
1.6838e+00,4.8859e+17,4.2381e+17
1.6839e+00,4.8828e+17,4.2408e+17
1.6840e+00,4.8799e+17,4.2434e+17
1.6841e+00,4.8770e+17,4.2459e+17
1.6842e+00,4.8742e+17,4.2483e+17
1.6843e+00,4.8716e+17,4.2506e+17
1.6844e+00,4.8690e+17,4.2529e+17
1.6845e+00,4.8665e+17,4.2550e+17
1.6846e+00,4.8642e+17,4.2571e+17
1.6847e+00,4.8619e+17,4.2590e+17
1.6848e+00,4.8598e+17,4.2609e+17
1.6849e+00,4.8577e+17,4.2627e+17
1.6850e+00,4.8558e+17,4.2644e+17
1.6851e+00,4.8539e+17,4.2661e+17
1.6852e+00,4.8522e+17,4.2676e+17
1.6853e+00,4.8505e+17,4.2691e+17
1.6854e+00,4.8489e+17,4.2705e+17
1.6855e+00,4.8474e+17,4.2718e+17
1.6856e+00,4.8460e+17,4.2730e+17
1.6856e+00,4.8447e+17,4.2742e+17
1.6857e+00,4.8435e+17,4.2752e+17
1.6858e+00,4.8424e+17,4.2762e+17
1.6859e+00,4.8414e+17,4.2771e+17
1.6860e+00,4.8405e+17,4.2779e+17
1.6861e+00,4.8396e+17,4.2787e+17
1.6862e+00,4.8388e+17,4.2794e+17
1.6863e+00,4.8382e+17,4.2800e+17
1.6864e+00,4.8376e+17,4.2805e+17
1.6865e+00,4.8371e+17,4.2809e+17
1.6866e+00,4.8367e+17,4.2813e+17
1.6867e+00,4.8363e+17,4.2816e+17
1.6868e+00,4.8361e+17,4.2818e+17
1.6869e+00,4.8359e+17,4.2820e+17
1.6870e+00,4.8359e+17,4.2820e+17
1.6871e+00,4.8359e+17,4.2820e+17
1.6872e+00,4.8360e+17,4.2819e+17
1.6873e+00,4.8362e+17,4.2818e+17
1.6874e+00,4.8364e+17,4.2815e+17
1.6875e+00,4.8368e+17,4.2812e+17
1.6875e+00,4.8372e+17,4.2808e+17
1.6876e+00,4.8378e+17,4.2803e+17
1.6877e+00,4.8384e+17,4.2798e+17
1.6878e+00,4.8391e+17,4.2792e+17
1.6879e+00,4.8399e+17,4.2784e+17
1.6880e+00,4.8408e+17,4.2777e+17
1.6881e+00,4.8418e+17,4.2768e+17
1.6882e+00,4.8428e+17,4.2759e+17
1.6883e+00,4.8440e+17,4.2749e+17
1.6884e+00,4.8452e+17,4.2738e+17
1.6885e+00,4.8466e+17,4.2726e+17
1.6886e+00,4.8480e+17,4.2713e+17
1.6887e+00,4.8495e+17,4.2700e+17
1.6888e+00,4.8511e+17,4.2686e+17
1.6889e+00,4.8528e+17,4.2671e+17
1.6890e+00,4.8546e+17,4.2655e+17
1.6891e+00,4.8565e+17,4.2638e+17
1.6892e+00,4.8585e+17,4.2621e+17
1.6893e+00,4.8606e+17,4.2603e+17
1.6894e+00,4.8628e+17,4.2584e+17
1.6894e+00,4.8651e+17,4.2564e+17
1.6895e+00,4.8674e+17,4.2543e+17
1.6896e+00,4.8699e+17,4.2521e+17
1.6897e+00,4.8725e+17,4.2498e+17
1.6898e+00,4.8752e+17,4.2475e+17
1.6899e+00,4.8780e+17,4.2450e+17
1.6900e+00,4.8809e+17,4.2425e+17
1.6901e+00,4.8840e+17,4.2399e+17
1.6902e+00,4.8871e+17,4.2372e+17
1.6903e+00,4.8904e+17,4.2343e+17
1.6904e+00,4.8937e+17,4.2314e+17
1.6905e+00,4.8972e+17,4.2284e+17
1.6906e+00,4.9008e+17,4.2253e+17
1.6907e+00,4.9045e+17,4.2221e+17
1.6908e+00,4.9083e+17,4.2188e+17
1.6909e+00,4.9123e+17,4.2154e+17
1.6910e+00,4.9164e+17,4.2119e+17
1.6911e+00,4.9206e+17,4.2083e+17
1.6912e+00,4.9250e+17,4.2046e+17
1.6913e+00,4.9294e+17,4.2008e+17
1.6913e+00,4.9340e+17,4.1969e+17
1.6914e+00,4.9388e+17,4.1928e+17
1.6915e+00,4.9437e+17,4.1887e+17
1.6916e+00,4.9487e+17,4.1844e+17
1.6917e+00,4.9539e+17,4.1800e+17
1.6918e+00,4.9592e+17,4.1755e+17
1.6919e+00,4.9647e+17,4.1709e+17
1.6920e+00,4.9704e+17,4.1662e+17
1.6921e+00,4.9761e+17,4.1614e+17
1.6922e+00,4.9821e+17,4.1564e+17
1.6923e+00,4.9882e+17,4.1513e+17
1.6924e+00,4.9945e+17,4.1461e+17
1.6925e+00,5.0010e+17,4.1407e+17
1.6926e+00,5.0076e+17,4.1352e+17
1.6927e+00,5.0144e+17,4.1296e+17
1.6928e+00,5.0214e+17,4.1239e+17
1.6929e+00,5.0286e+17,4.1180e+17
1.6930e+00,5.0359e+17,4.1120e+17
1.6931e+00,5.0435e+17,4.1058e+17
1.6932e+00,5.0513e+17,4.0995e+17
1.6932e+00,5.0592e+17,4.0930e+17
1.6933e+00,5.0674e+17,4.0864e+17
1.6934e+00,5.0758e+17,4.0797e+17
1.6935e+00,5.0844e+17,4.0728e+17
1.6936e+00,5.0932e+17,4.0657e+17
1.6937e+00,5.1023e+17,4.0585e+17
1.6938e+00,5.1116e+17,4.0512e+17
1.6939e+00,5.1211e+17,4.0436e+17
1.6940e+00,5.1308e+17,4.0359e+17
1.6941e+00,5.1409e+17,4.0281e+17
1.6942e+00,5.1511e+17,4.0200e+17
1.6943e+00,5.1617e+17,4.0118e+17
1.6944e+00,5.1725e+17,4.0034e+17
1.6945e+00,5.1836e+17,3.9949e+17
1.6946e+00,5.1949e+17,3.9861e+17
1.6947e+00,5.2066e+17,3.9772e+17
1.6948e+00,5.2185e+17,3.9681e+17
1.6949e+00,5.2308e+17,3.9588e+17
1.6950e+00,5.2433e+17,3.9493e+17
1.6951e+00,5.2562e+17,3.9397e+17
1.6951e+00,5.2694e+17,3.9298e+17
1.6952e+00,5.2830e+17,3.9197e+17
1.6953e+00,5.2969e+17,3.9094e+17
1.6954e+00,5.3111e+17,3.8990e+17
1.6955e+00,5.3257e+17,3.8883e+17
1.6956e+00,5.3407e+17,3.8774e+17
1.6957e+00,5.3561e+17,3.8662e+17
1.6958e+00,5.3718e+17,3.8549e+17
1.6959e+00,5.3880e+17,3.8433e+17
1.6960e+00,5.4046e+17,3.8316e+17
1.6961e+00,5.4215e+17,3.8195e+17
1.6962e+00,5.4390e+17,3.8073e+17
1.6963e+00,5.4569e+17,3.7948e+17
1.6964e+00,5.4752e+17,3.7821e+17
1.6965e+00,5.4940e+17,3.7692e+17
1.6966e+00,5.5133e+17,3.7560e+17
1.6967e+00,5.5331e+17,3.7425e+17
1.6968e+00,5.5535e+17,3.7288e+17
1.6969e+00,5.5743e+17,3.7149e+17
1.6970e+00,5.5957e+17,3.7007e+17
1.6970e+00,5.6177e+17,3.6862e+17
1.6971e+00,5.6402e+17,3.6715e+17
1.6972e+00,5.6634e+17,3.6565e+17
1.6973e+00,5.6871e+17,3.6412e+17
1.6974e+00,5.7115e+17,3.6257e+17
1.6975e+00,5.7365e+17,3.6099e+17
1.6976e+00,5.7622e+17,3.5938e+17
1.6977e+00,5.7886e+17,3.5774e+17
1.6978e+00,5.8157e+17,3.5607e+17
1.6979e+00,5.8435e+17,3.5438e+17
1.6980e+00,5.8720e+17,3.5265e+17
1.6996e+00,6.3933e+15,1.2656e+16
1.7012e+00,7.0729e+15,1.1463e+16
1.7029e+00,7.7821e+15,1.0437e+16
1.7045e+00,8.5181e+15,9.5512e+15
1.7061e+00,9.2781e+15,8.7822e+15
1.7077e+00,1.0059e+16,8.1117e+15
1.7094e+00,1.0857e+16,7.5248e+15
1.7110e+00,1.1670e+16,7.0090e+15
1.7126e+00,1.2494e+16,6.5540e+15
1.7142e+00,1.3326e+16,6.1512e+15
1.7159e+00,1.4162e+16,5.7934e+15
1.7175e+00,1.5000e+16,5.4746e+15
1.7191e+00,1.5837e+16,5.1897e+15
1.7207e+00,1.6670e+16,4.9342e+15
1.7224e+00,1.7497e+16,4.7044e+15
1.7240e+00,1.8316e+16,4.4973e+15
1.7256e+00,1.9125e+16,4.3099e+15
1.7272e+00,1.9923e+16,4.1400e+15
1.7289e+00,2.0708e+16,3.9854e+15
1.7305e+00,2.1480e+16,3.8445e+15
1.7321e+00,2.2237e+16,3.7156e+15
1.7337e+00,2.2981e+16,3.5974e+15
1.7354e+00,2.3710e+16,3.4885e+15
1.7370e+00,2.4425e+16,3.3881e+15
1.7386e+00,2.5126e+16,3.2951e+15
1.7402e+00,2.5815e+16,3.2087e+15
1.7419e+00,2.6492e+16,3.1280e+15
1.7435e+00,2.7159e+16,3.0526e+15
1.7451e+00,2.7817e+16,2.9816e+15
1.7467e+00,2.8468e+16,2.9146e+15
1.7484e+00,2.9114e+16,2.8510e+15
1.7500e+00,2.9757e+16,2.7904e+15
1.7516e+00,3.0400e+16,2.7324e+15
1.7532e+00,3.1046e+16,2.6766e+15
1.7549e+00,3.1697e+16,2.6225e+15
1.7565e+00,3.2357e+16,2.5699e+15
1.7581e+00,3.3029e+16,2.5184e+15
1.7597e+00,3.3717e+16,2.4678e+15
1.7614e+00,3.4426e+16,2.4177e+15
1.7630e+00,3.5161e+16,2.3679e+15
1.7646e+00,3.5926e+16,2.3181e+15
1.7662e+00,3.6728e+16,2.2681e+15
1.7679e+00,3.7574e+16,2.2177e+15
1.7695e+00,3.8470e+16,2.1666e+15
1.7711e+00,3.9425e+16,2.1146e+15
1.7727e+00,4.0450e+16,2.0616e+15
1.7744e+00,4.1553e+16,2.0073e+15
1.7760e+00,4.2750e+16,1.9515e+15
1.7776e+00,4.4053e+16,1.8942e+15
1.7792e+00,4.5481e+16,1.8351e+15
1.7809e+00,4.7053e+16,1.7741e+15
1.7825e+00,4.8793e+16,1.7111e+15
1.7841e+00,5.0730e+16,1.6460e+15
1.7857e+00,5.2898e+16,1.5788e+15
1.7874e+00,5.5339e+16,1.5093e+15
1.7890e+00,5.8105e+16,1.4377e+15
1.7906e+00,6.1258e+16,1.3638e+15
1.7922e+00,6.4880e+16,1.2877e+15
1.7939e+00,6.9070e+16,1.2097e+15
1.7955e+00,7.3958e+16,1.1297e+15
1.7971e+00,7.9715e+16,1.0482e+15
1.7987e+00,8.6563e+16,9.6521e+14
1.8004e+00,9.3073e+16,8.9765e+14
1.8020e+00,9.9186e+16,8.4226e+14
1.8036e+00,1.0486e+17,7.9658e+14
1.8052e+00,1.1009e+17,7.5870e+14
1.8069e+00,1.1485e+17,7.2714e+14
1.8085e+00,1.1916e+17,7.0074e+14
1.8101e+00,1.2303e+17,6.7858e+14
1.8117e+00,1.2649e+17,6.5991e+14
1.8134e+00,1.2956e+17,6.4414e+14
1.8150e+00,1.3228e+17,6.3078e+14
1.8166e+00,1.3468e+17,6.1944e+14
1.8182e+00,1.3678e+17,6.0979e+14
1.8199e+00,1.3862e+17,6.0157e+14
1.8215e+00,1.4023e+17,5.9455e+14
1.8231e+00,1.4163e+17,5.8855e+14
1.8247e+00,1.4285e+17,5.8341e+14
1.8264e+00,1.4390e+17,5.7900e+14
1.8280e+00,1.4482e+17,5.7521e+14
1.8296e+00,1.4561e+17,5.7196e+14
1.8312e+00,1.4629e+17,5.6916e+14
1.8329e+00,1.4689e+17,5.6674e+14
1.8345e+00,1.4740e+17,5.6465e+14
1.8361e+00,1.4784e+17,5.6284e+14
1.8377e+00,1.4822e+17,5.6128e+14
1.8394e+00,1.4854e+17,5.5992e+14
1.8410e+00,1.4883e+17,5.5873e+14
1.8426e+00,1.4907e+17,5.5770e+14
1.8442e+00,1.4928e+17,5.5680e+14
1.8459e+00,1.4946e+17,5.5601e+14
1.8475e+00,1.4961e+17,5.5531e+14
1.8491e+00,1.4974e+17,5.5470e+14
1.8507e+00,1.4986e+17,5.5416e+14
1.8524e+00,1.4995e+17,5.5367e+14
1.8540e+00,1.5004e+17,5.5324e+14
1.8556e+00,1.5011e+17,5.5285e+14
1.8572e+00,1.5017e+17,5.5251e+14
1.8589e+00,1.5023e+17,5.5219e+14
1.8605e+00,1.5027e+17,5.5191e+14
1.8621e+00,1.5031e+17,5.5164e+14
1.8637e+00,1.5034e+17,5.5140e+14
1.8654e+00,1.5037e+17,5.5118e+14
1.8670e+00,1.5040e+17,5.5097e+14
1.8686e+00,1.5042e+17,5.5078e+14
1.8702e+00,1.5044e+17,5.5060e+14
1.8719e+00,1.5045e+17,5.5042e+14
1.8735e+00,1.5047e+17,5.5026e+14
1.8751e+00,1.5048e+17,5.5011e+14
1.8767e+00,1.5049e+17,5.4996e+14
1.8784e+00,1.5050e+17,5.4981e+14
1.8800e+00,1.5050e+17,5.4968e+14
1.8816e+00,1.5051e+17,5.4954e+14
1.8832e+00,1.5052e+17,5.4941e+14
1.8849e+00,1.5052e+17,5.4929e+14
1.8865e+00,1.5052e+17,5.4916e+14
1.8881e+00,1.5053e+17,5.4904e+14
1.8897e+00,1.5053e+17,5.4893e+14
1.8914e+00,1.5053e+17,5.4881e+14
1.8930e+00,1.5054e+17,5.4870e+14
1.8946e+00,1.5054e+17,5.4858e+14
1.8962e+00,1.5054e+17,5.4847e+14
1.8979e+00,1.5054e+17,5.4836e+14
1.8995e+00,1.5054e+17,5.4825e+14
1.9011e+00,1.5054e+17,5.4815e+14
1.9027e+00,1.5054e+17,5.4804e+14
1.9044e+00,1.5054e+17,5.4794e+14
1.9060e+00,1.5054e+17,5.4783e+14
1.9076e+00,1.5054e+17,5.4773e+14
1.9092e+00,1.5054e+17,5.4763e+14
1.9109e+00,1.5055e+17,5.4753e+14
1.9125e+00,1.5055e+17,5.4743e+14
1.9141e+00,1.5055e+17,5.4733e+14
1.9157e+00,1.5055e+17,5.4723e+14
1.9174e+00,1.5055e+17,5.4713e+14
1.9190e+00,1.5055e+17,5.4703e+14
1.9206e+00,1.5055e+17,5.4694e+14
1.9222e+00,1.5055e+17,5.4684e+14
1.9239e+00,1.5055e+17,5.4675e+14
1.9255e+00,1.5055e+17,5.4665e+14
1.9271e+00,1.5055e+17,5.4656e+14
1.9287e+00,1.5055e+17,5.4647e+14
1.9304e+00,1.5055e+17,5.4637e+14
1.9320e+00,1.5055e+17,5.4628e+14
1.9336e+00,1.5055e+17,5.4619e+14
1.9352e+00,1.5055e+17,5.4610e+14
1.9369e+00,1.5055e+17,5.4601e+14
1.9385e+00,1.5055e+17,5.4592e+14
1.9401e+00,1.5055e+17,5.4583e+14
1.9417e+00,1.5055e+17,5.4574e+14
1.9434e+00,1.5055e+17,5.4565e+14
1.9450e+00,1.5055e+17,5.4557e+14
1.9466e+00,1.5055e+17,5.4548e+14
1.9482e+00,1.5055e+17,5.4539e+14
1.9499e+00,1.5055e+17,5.4531e+14
1.9515e+00,1.5055e+17,5.4522e+14
1.9531e+00,1.5055e+17,5.4514e+14
1.9547e+00,1.5055e+17,5.4506e+14
1.9564e+00,1.5054e+17,5.4497e+14
1.9580e+00,1.5054e+17,5.4489e+14
